TOWNSHIP_RANGE,YEAR,lower,mid,upper
T26S R25E,2021,154.02345771252558,280.8206338316724,367.83927836563856
T26S R26E,2021,148.67066090575284,402.43338050109224,487.3193462558614
T26S R27E,2021,193.1442953331146,552.1009658180426,620.5029682875685
T26S R28E,2021,140.65284950843446,549.8771198425815,644.9374750625208
T27S R18E,2021,38.140748275146095,93.11017874386222,150.86400052260572
T27S R19E,2021,74.96316802784212,144.00835613847445,214.16254238156287
T27S R20E,2021,94.87419668930387,137.2178639190883,218.28287340259968
T27S R21E,2021,67.3660221371763,134.0969743032714,213.79335560842006
T27S R22E,2021,85.93941828904663,133.78534128730993,367.604310412802
T27S R23E,2021,133.50829406788725,245.27447662249983,385.7863555279342
T27S R24E,2021,120.8779496523206,288.4898218075994,427.784476920156
T27S R25E,2021,120.8779496523206,288.4898218075994,436.195039548288
T27S R26E,2021,166.19738953137386,318.39138677488705,474.8662599593628
T27S R27E,2021,122.34162451387489,507.9357465606119,608.8943351280092
T27S R28E,2021,121.20653058270203,336.82219750079776,482.00323290617547
T28S R19E,2021,102.96823770782522,139.64675766413038,217.41217755343897
T28S R20E,2021,78.6309562617151,116.49873384934175,202.95929972420433
T28S R21E,2021,78.37851787306543,117.12513552060922,206.77207428939417
